full_name,diameter,profit,price,dv,class,spec
4156 Okadanoboru (1988 BE),15.479,2.18267E+14,2.88796E+15,10.243652,MBA,Cgh
2598 Merlin (1980 RY),15.694,2.42994E+14,3.00998E+15,9.60122,MBA,Ch
3630 Lubomir (1984 QN),15.8,2.47557E+14,3.07138E+15,9.616218,MBA,Ch
2231 Durrell (1941 SG),15.818,2.55714E+14,3.08189E+15,9.358005,MBA,C
6716 (1990 RO1),15.818,2.33314E+14,3.08189E+15,10.214463,MBA,C
2730 Barks (1981 QH),15.83,2.42787E+14,3.08891E+15,9.853596,MBA,C
4534 Rimskij-Korsakov (1986 PV4),15.838,2.4417E+14,3.08929E+15,9.796746,MBA,Cb
2161 Grissom (1963 UD),15.857,2.45509E+14,3.10474E+15,9.795171,MBA,C
3976 Lise (1983 JM),29.049,2.30777E+14,3.2157E+15,10.770825,MBA,X
1046 Edwin (1924 UA),29.084,2.33157E+14,3.22734E+15,10.682012,MBA,Xe
2455 Somville (1950 TO4),16.099,2.47857E+14,3.24907E+15,10.143743,MBA,C
771 Libera (1913 TO),29.322,2.57589E+14,3.30722E+15,9.953028,MBA,X
4523 MIT (1981 DM1),16.366,2.61106E+14,3.41342E+15,10.122069,MBA,Ch
741 Botolphia (1913 QT),29.64,2.57115E+14,3.416E+15,10.278746,MBA,X
2582 Harimaya-Bashi (1981 SA),28.87,2.2044E+14,3.4716E+15,12.12796,OMB,Xc
1493 Sigrid (1938 QB),28.905,3.11709E+14,3.48424E+15,8.742172,MBA,Xc
5079 Brubeck (1975 DB),16.5,2.79318E+14,3.48822E+15,9.686745,MBA,B
2106 Hugo (1936 UF),16.518,2.68925E+14,3.50941E+15,10.10115,MBA,C
2081 Sazava (1976 DH),16.669,3.11262E+14,3.60654E+15,9.03285,MBA,C
5102 Benfranklin (1986 RD1),16.727,2.87679E+14,3.63418E+15,9.782661,MBA,B
2509 Chukotka (1977 NG),16.784,3.25138E+14,3.6817E+15,8.843745,MBA,C
504 Cora (1902 LK),30.438,2.86651E+14,3.6994E+15,9.995676,MBA,X
2807 Karl Marx (1969 TH6),16.866,2.94364E+14,3.73593E+15,9.826434,MBA,C
3563 Canterbury (1985 FE),16.924,2.99714E+14,3.7746E+15,9.753624,MBA,Ch
1548 Palomaa (1935 FK),30.761,2.61149E+14,3.81842E+15,11.295946,MBA,Xk
4194 Sweitzer (1982 RE),17.019,2.88135E+14,3.83318E+15,10.293467,MBA,Cb
5591 Koyo (1990 VF2),17.075,2.97976E+14,3.87114E+15,10.050729,MBA,Cb
3775 Ellenbeth (1931 TC4),17.081,3.13796E+14,3.88063E+15,9.586147,MBA,Ch
6129 Demokritos (1989 RB2),17.096,3.07184E+14,3.89086E+15,9.80682,MBA,Ch
3096 Bezruc (1981 QC1),17.122,3.05352E+14,3.90864E+15,9.919544,MBA,C
2139 Makharadze (1970 MC),17.24,3.51222E+14,3.99001E+15,8.869559,MBA,C
2382 Nonie (1977 GA),17.268,2.45105E+14,3.99833E+15,12.620443,MBA,B
5091 Isakovskij (1981 SD4),17.255,2.98769E+14,4.00043E+15,10.351924,MBA,C
5416 Estremadoyro (1978 VE5),17.443,3.34909E+14,4.13262E+15,9.566464,MBA,C
1176 Lucidor (1930 VE),17.489,3.31095E+14,4.1654E+15,9.749447,MBA,C
753 Tiflis (1913 RM),20.922,3.69453E+14,4.19581E+15,8.87883,MBA,L
5081 Sanguin (1976 WC1),17.581,3.3532E+14,4.23149E+15,9.810053,MBA,Ch
523 Ada (1904 ND),31.89,3.31781E+14,4.25448E+15,9.913374,MBA,X
3365 Recogne (1985 CG2),17.716,3.45445E+14,4.32971E+15,9.713846,MBA,C
3759 Piironen (1984 AP),32.15,3.20629E+14,4.35939E+15,10.516887,MBA,X
531 Zerlina (1904 NW),17.804,2.3885E+14,4.38233E+15,14.176794,MBA,B
1187 Afra (1929 XC),32.348,3.59975E+14,4.44043E+15,9.573476,MBA,X
6582 Flagsymphony (1981 VS),17.892,3.72505E+14,4.46004E+15,9.298655,MBA,Ch
5222 Ioffe (1980 TL13),17.989,2.38416E+14,4.52036E+15,14.64729,MBA,B
757 Portlandia (1908 EJ),32.894,3.86908E+14,4.66909E+15,9.391422,MBA,Xk
1613 Smiley (1950 SD),18.224,3.93734E+14,4.71296E+15,9.29748,MBA,Cgh
4547 Massachusetts (1990 KP),33.036,3.23407E+14,4.72982E+15,11.314638,MBA,X
4343 Tetsuya (1988 AC),18.271,3.75981E+14,4.74951E+15,9.782462,MBA,Ch
1604 Tombaugh (1931 FH),32.33,3.52126E+14,4.87536E+15,10.682646,MBA,Xc
3542 Tanjiazhen (1964 TN2),18.437,3.46458E+14,4.88015E+15,10.85502,MBA,C
9970 (1992 ST1),18.473,3.93852E+14,4.90196E+15,9.644282,MBA,Cb
3886 Shcherbakovia (1981 RU3),18.553,3.84028E+14,4.97284E+15,10.019445,MBA,C
1039 Sonneberga (1924 TL),33.853,3.9353E+14,5.08949E+15,10.013684,MBA,X
413 Edburga (1896 CL),34.242,4.15202E+14,5.26696E+15,9.849695,MBA,X
4124 Herriot (1986 SE),18.954,3.97674E+14,5.28756E+15,10.280651,MBA,B
1022 Olympiada (1924 RT),34.297,3.54217E+14,5.29238E+15,11.544271,MBA,X
1695 Walbeck (1941 UO),18.953,4.0359E+14,5.30147E+15,10.170852,MBA,Cg
1766 Slipher (1962 RF),18.959,4.09313E+14,5.3065E+15,10.032792,MBA,C
1606 Jekhovsky (1950 RH),18.981,4.68062E+14,5.325E+15,8.872843,MBA,C
3197 Weissman (1981 AD),18.984,3.90966E+14,5.32752E+15,10.547414,MBA,Cgh
872 Holda (1917 BZ),34.431,4.06907E+14,5.35466E+15,10.181724,MBA,X
860 Ursina (1917 BD),34.561,3.90059E+14,5.41554E+15,10.729821,MBA,X
731 Sorga (1912 OQ),34.597,3.97136E+14,5.43248E+15,10.5597,MBA,Xe
3796 Lene (1986 XJ),19.23,4.41747E+14,5.53733E+15,9.71504,MBA,C
2169 Taiwan (1964 VP1),19.263,4.23752E+14,5.56588E+15,10.158006,MBA,C
629 Bernardina (1907 XU),35.087,4.13024E+14,5.66658E+15,10.580345,MBA,X
3065 Sarahill (1984 CV),19.499,4.44829E+14,5.77297E+15,10.044908,MBA,Ch
3645 Fabini (1981 QZ),19.526,4.44774E+14,5.79698E+15,10.088963,MBA,C
3713 Pieters (1985 FA2),16.024,4.45193E+14,6.2829E+15,10.887026,MBA,K
961 Gunnie (1921 KM),36.571,4.78388E+14,6.41643E+15,10.377936,MBA,X
1768 Appenzella (1965 SA),20.221,5.63207E+14,6.43828E+15,8.921192,MBA,C
2708 Burns (1981 WT),20.263,4.97075E+14,6.46046E+15,10.036803,MBA,B
1502 Arenda (1938 WB),35.518,5.02914E+14,6.4645E+15,9.950691,MBA,Xc
1214 Richilde (1932 AA),36.668,4.92617E+14,6.46762E+15,10.161533,MBA,Xk
997 Priska (1923 NR),20.274,5.12228E+14,6.48904E+15,9.818893,MBA,Ch
1445 Konkolya (1938 AF),20.332,5.02537E+14,6.54489E+15,10.054809,MBA,C
1201 Strenua (1931 RK),35.825,4.99132E+14,6.63358E+15,10.28322,MBA,Xc
3345 Tarkovskij (1982 YC1),20.746,5.35307E+14,6.95289E+15,10.078442,MBA,C
3389 Sinzot (1984 DU),20.768,5.43222E+14,6.97503E+15,9.93857,MBA,C
3179 Beruti (1962 FA),20.835,5.38056E+14,7.04276E+15,10.105347,MBA,C
1012 Sarema (1924 PM),20.905,5.98841E+14,7.11398E+15,9.243769,MBA,C
627 Charis (1907 XS),38.018,5.30565E+14,7.20859E+15,10.493207,MBA,X
4157 Izu (1988 XD2),21.01,5.48383E+14,7.22172E+15,10.196592,MBA,Ch
1301 Yvonne (1934 EA),21.438,4.3245E+14,7.67211E+15,13.71713,MBA,C
396 Aeolia (1894 BL),39.242,6.41863E+14,7.9275E+15,9.574149,MBA,Xe
1080 Orchis (1927 QB),21.797,7.47195E+14,8.06404E+15,8.475859,MBA,C
1517 Beograd (1938 FD),39.524,6.15755E+14,8.09963E+15,10.178256,MBA,X
399 Persephone (1895 BP),39.566,5.58138E+14,8.12548E+15,11.225265,MBA,X
678 Fredegundis (1909 FS),39.585,6.9626E+14,8.13719E+15,9.099077,MBA,X
2934 Aristophanes (4006 P-L),21.941,5.72812E+14,8.22492E+15,11.063635,MBA,Ch
1970 Sumeria (1954 ER),21.951,6.46693E+14,8.23617E+15,9.859985,MBA,Ch
3526 Jeffbell (1984 CN),22.055,6.27122E+14,8.35379E+15,10.300088,MBA,Ch
2465 Wilson (1949 PK),22.087,6.45834E+14,8.3902E+15,10.052319,MBA,Ch
1534 Nasi (1939 BK),22.12,6.89264E+14,8.42787E+15,9.488002,MBA,Cgh
1162 Larissa (1930 AC),42.243,5.78493E+14,8.51064E+15,11.29099,OMB,P
1372 Haremari (1935 QK),26.491,6.04742E+14,8.5173E+15,10.887533,MBA,L
1882 Rauma (1941 UJ),17.766,6.16658E+14,8.56281E+15,10.714418,MBA,K
1836 Komarov (1971 OT),22.24,6.84454E+14,8.56577E+15,9.695041,MBA,Ch
1076 Viola (1926 TE),22.298,7.35247E+14,8.63297E+15,9.143442,MBA,C
2407 Haug (1973 DH),22.461,7.14584E+14,8.82368E+15,9.562594,MBA,C
750 Oskar (1913 RG),22.526,7.54152E+14,8.9005E+15,9.18954,MBA,C
826 Henrika (1916 ZO),22.556,7.3004E+14,8.93611E+15,9.496319,MBA,C
5133 Phillipadams (1990 PA),22.674,7.14299E+14,9.05184E+15,9.821065,MBA,B
1799 Koussevitzky (1950 OE),18.196,6.56995E+14,9.19973E+15,10.803174,MBA,K
1007 Pawlowia (1923 OX),18.264,7.39457E+14,9.30326E+15,9.747617,MBA,K
2147 Kharadze (1976 US),23.035,6.57253E+14,9.51759E+15,11.156872,MBA,Ch
1061 Paeonia (1925 TB),23.092,7.48502E+14,9.58842E+15,9.895368,MBA,C
844 Leontina (1916 AP),42.154,6.86666E+14,9.8265E+15,11.024614,OMB,X
668 Dora (1908 DO),23.3,8.0726E+14,9.84986E+15,9.463245,MBA,Ch
1545 Thernoe (1941 UW),18.656,8.33941E+14,9.91524E+15,9.234455,MBA,K
723 Hammonia (1911 NB),23.456,7.33855E+14,1.00E+16,10.567727,MBA,C
2428 Kamenyar (1977 RZ6),23.652,7.29016E+14,1.03E+16,10.892079,MBA,Ch
1343 Nicole (1935 FC),23.793,8.456E+14,1.05E+16,9.625409,MBA,C
1560 Strattonia (1942 XB),23.825,8.74583E+14,1.05E+16,9.35072,MBA,C
1795 Woltjer (4010 P-L),23.894,8.4577E+14,1.06E+16,9.728733,MBA,Ch
796 Sarita (1914 VH),43.58,8.32895E+14,1.09E+16,10.109959,MBA,X
1304 Arosa (1928 KC),43.613,6.99414E+14,1.09E+16,11.984966,MBA,X
2067 Aksnes (1936 DD),46.003,7.68012E+14,1.10E+16,10.987265,OMB,P
4135 Svetlanov (1966 PG),24.207,8.97565E+14,1.10E+16,9.541211,MBA,Ch
359 Georgia (1893 M),43.89,8.81323E+14,1.11E+16,9.750331,MBA,X
406 Erna (1895 CB),46.266,8.79679E+14,1.12E+16,9.831744,MBA,P
3829 Gunma (1988 EM),24.33,8.80918E+14,1.12E+16,9.856177,MBA,Ch
2244 Tesla (1952 UW1),24.377,8.86909E+14,1.13E+16,9.845464,MBA,C
1510 Charlois (1939 DC),24.507,8.75251E+14,1.15E+16,10.139914,MBA,C
460 Scania (1900 FN),19.689,9.15061E+14,1.17E+16,9.863983,MBA,K
4292 Aoba (1989 VO),24.695,8.93567E+14,1.17E+16,10.152654,MBA,C
3507 Vilas (1982 UX),24.917,9.09862E+14,1.20E+16,10.216132,MBA,Ch
507 Laodica (1903 LO),45.17,8.56941E+14,1.21E+16,10.87433,MBA,X
2724 Orlov (1978 RZ5),20.004,9.33124E+14,1.22E+16,10.122666,MBA,K
543 Charlotte (1904 OT),45.613,9.23714E+14,1.24E+16,10.401789,MBA,Xe
1726 Hoffmeister (1933 OE),25.25,9.45618E+14,1.25E+16,10.236419,MBA,Cb
1734 Zhongolovich (1928 TJ),25.62,1.06133E+15,1.31E+16,9.565744,MBA,Ch
1783 Albitskij (1935 FJ),25.642,9.99852E+14,1.31E+16,10.167244,MBA,Ch
908 Buda (1918 EX),30.749,1.03696E+15,1.33E+16,9.967736,MBA,L
2258 Viipuri (1939 TA),26.255,1.1086E+15,1.41E+16,9.846445,MBA,C
1403 Idelsonia (1936 QA),26.531,1.22009E+15,1.45E+16,9.263389,MBA,Cgh
1716 Peter (1934 GF),26.656,1.13814E+15,1.47E+16,10.029386,MBA,C
3647 Dermott (1986 AD1),26.754,1.12415E+15,1.49E+16,10.229172,MBA,B
1539 Borrelly (1940 UB),26.791,1.14791E+15,1.49E+16,10.041722,MBA,B
1461 Jean-Jacques (1937 YL),35.145,9.95924E+14,1.51E+16,11.719707,MBA,M
824 Anastasia (1916 ZH),32.457,1.20545E+15,1.57E+16,10.054235,MBA,L
853 Nansenia (1916 S28),27.593,1.35957E+15,1.64E+16,9.370644,MBA,Ch
2659 Millis (1981 JX),27.746,1.22638E+15,1.66E+16,10.430898,MBA,B
338 Budrosa (1892 F),50.506,1.22583E+15,1.69E+16,10.645146,MBA,Xk
1135 Colchis (1929 TA),50.592,1.35453E+15,1.70E+16,9.720952,MBA,Xk
642 Clara (1907 ZY),33.36,1.22303E+15,1.70E+16,10.718526,MBA,L
5438 Lorre (1990 QJ),28.072,1.11553E+15,1.72E+16,11.943513,MBA,C
1263 Varsavia (1933 FF),49.29,1.03059E+15,1.73E+16,12.965675,MBA,Xc
2957 Tatsuo (1934 CB1),22.473,1.25415E+15,1.73E+16,10.662601,MBA,K
1300 Marcelle (1934 CL),28.194,1.25035E+15,1.75E+16,10.78541,MBA,Cg
2816 Pien (1982 SO),28.256,1.40584E+15,1.75E+16,9.65876,MBA,B
973 Aralia (1922 LR),51.609,1.19991E+15,1.80E+16,11.575464,OMB,Xk
1234 Elyna (1931 UF),22.876,1.32135E+15,1.83E+16,10.674599,MBA,K
821 Fanny (1916 ZC),28.856,1.53268E+15,1.87E+16,9.467618,MBA,Ch
572 Rebekka (1905 RB),28.903,1.55049E+15,1.88E+16,9.434025,MBA,C
547 Praxedis (1904 PB),52.462,1.39707E+15,1.89E+16,10.489211,MBA,Xk
1702 Kalahari (A924 NC),34.645,1.43292E+15,1.91E+16,10.27758,MBA,L
996 Hilaritas (1923 NM),29.128,1.45214E+15,1.92E+16,10.199711,MBA,B
1615 Bardwell (1950 BW),29.139,1.47679E+15,1.92E+16,10.044046,MBA,B
614 Pia (1906 VQ),29.191,1.50947E+15,1.94E+16,9.937419,MBA,C
759 Vinifera (1913 SJ),52.926,1.38207E+15,1.94E+16,10.894691,MBA,X
2251 Tikhov (1977 SU1),29.488,1.57542E+15,1.99E+16,9.80499,MBA,Cb
564 Dudu (1905 QM),52.01,1.51496E+15,2.03E+16,10.372821,MBA,Xc
3037 Alku (1944 BA),29.876,1.47086E+15,2.08E+16,10.923588,MBA,C
1428 Mombasa (1937 NO),52.464,1.44749E+15,2.08E+16,11.120606,MBA,Xc
2444 Lederle (1934 CD),29.925,1.50433E+15,2.09E+16,10.72708,MBA,C
1650 Heckmann (1937 TG),30.202,1.86897E+15,2.15E+16,8.955338,MBA,C
417 Suevia (1896 CT),54.874,1.68216E+15,2.17E+16,9.971004,MBA,Xk
838 Seraphina (1916 AH),58.095,1.63604E+15,2.21E+16,10.452656,MBA,P
1815 Beethoven (1932 CE1),30.598,1.7105E+15,2.23E+16,10.066402,MBA,C
458 Hercynia (1900 FK),36.698,1.70832E+15,2.26E+16,10.241931,MBA,L
706 Hirundo (1910 KX),30.819,1.71157E+15,2.28E+16,10.306812,MBA,Cgh
418 Alemannia (1896 CV),40.33,1.83191E+15,2.29E+16,9.692382,MBA,M
3687 Dzus (A908 TC),30.932,1.7062E+15,2.30E+16,10.451891,MBA,Ch
555 Norma (1905 PT),31.04,1.73553E+15,2.32E+16,10.319254,MBA,B
1936 Lugano (1973 WD),31.037,1.79388E+15,2.33E+16,10.050274,MBA,Ch
880 Herba (1917 CK),31.141,1.80346E+15,2.35E+16,10.085297,MBA,C
497 Iva (1902 KJ),40.932,2.04314E+15,2.39E+16,9.103741,MBA,M
755 Quintilla (1908 CZ),41.21,1.81383E+15,2.44E+16,10.382399,MBA,M
3642 Frieden (1953 XL1),31.899,1.79801E+15,2.53E+16,10.862733,MBA,C
3971 Voronikhin (1979 YM8),31.996,1.90109E+15,2.55E+16,10.372405,MBA,Ch
3028 Zhangguoxi (1978 TA2),25.58,1.78997E+15,2.56E+16,11.013421,MBA,K
2448 Sholokhov (1975 BU),38.519,1.79443E+15,2.62E+16,11.273956,MBA,L
1277 Dolores (1933 HA),32.587,2.24733E+15,2.69E+16,9.301029,MBA,Cb
798 Ruth (1914 VT),43.19,1.97715E+15,2.81E+16,10.967676,MBA,M
1351 Uzbekistania (1934 TF),60.01,1.96875E+15,2.84E+16,11.093678,MBA,Xk
2379 Heiskanen (1941 ST),33.157,2.28519E+15,2.84E+16,9.605691,MBA,C
1360 Tarka (1935 OD),33.316,1.9538E+15,2.88E+16,11.406149,MBA,Ch
2906 Caltech (1983 AE2),58.678,1.57177E+15,2.91E+16,14.284317,MBA,Xc
671 Carnegia (1908 DV),60.604,2.07774E+15,2.92E+16,10.835954,MBA,Xk
919 Ilsebill (1918 EQ),33.5,2.20065E+15,2.93E+16,10.287673,MBA,C
1071 Brita (1924 RE),60.862,2.27891E+15,2.96E+16,10.038961,MBA,Xk
2040 Chalonge (1974 HA),33.901,2.13847E+15,3.03E+16,10.940629,MBA,Ch
581 Tauntonia (1905 SH),61.481,1.81722E+15,3.05E+16,12.917446,OMB,Xk
792 Metcalfia (1907 ZC),61.804,2.44327E+15,3.10E+16,9.82591,MBA,X
643 Scheherezade (1907 ZZ),64.997,2.02969E+15,3.10E+16,11.751941,OMB,P
1148 Rarahu (1929 NA),27.512,2.27757E+15,3.18E+16,10.772284,MBA,K
1930 Lucifer (1964 UA),34.437,2.27484E+15,3.18E+16,10.796002,MBA,Cgh
1284 Latvia (1933 OP),41.128,2.50175E+15,3.19E+16,9.874517,MBA,L
1903 Adzhimushkaj (1972 JL),27.642,2.24711E+15,3.23E+16,11.070807,MBA,K
931 Whittemora (1920 GU),45.298,2.40412E+15,3.24E+16,10.409078,MBA,M
965 Angelica (1921 KT),60.857,2.1913E+15,3.25E+16,11.446241,MBA,Xc
930 Westphalia (1920 GS),34.922,2.52825E+15,3.32E+16,10.178111,MBA,Ch
560 Delila (1905 QF),35.334,2.6813E+15,3.43E+16,9.892566,MBA,B
1427 Ruvuma (1937 KB),35.406,2.76054E+15,3.46E+16,9.702548,MBA,C
1911 Schubart (1973 UD),67.476,2.41601E+15,3.47E+16,11.020517,OMB,P
1963 Bezovec (1975 CB),35.536,2.34559E+15,3.49E+16,11.5509,MBA,C
337 Devosa (1892 E),64.549,2.97096E+15,3.53E+16,9.249095,MBA,X
1424 Sundmania (1937 AJ),64.691,2.46614E+15,3.55E+16,11.09454,MBA,X
1655 Comas Sola (1929 WG),35.943,2.89682E+15,3.61E+16,9.647462,MBA,B
1330 Spiridonia (1925 DB),68.417,2.37476E+15,3.62E+16,11.728692,MBA,P
441 Bathilde (1898 ED),65.131,2.70472E+15,3.62E+16,10.359219,MBA,Xk
516 Amherstia (1903 MG),65.144,2.92591E+15,3.63E+16,9.61804,MBA,X
1692 Subbotina (1936 QD),36.075,2.9005E+15,3.66E+16,9.759505,MBA,Cg
1032 Pafuri (1924 SA),65.658,2.69285E+15,3.71E+16,10.633708,MBA,X
1331 Solvejg (1933 QS),36.824,2.9935E+15,3.88E+16,10.00314,MBA,B
604 Tekmessa (1906 TK),64.536,2.9697E+15,3.88E+16,10.079864,MBA,Xc
1294 Antwerpia (1933 UB1),37.199,3.30409E+15,4.01E+16,9.418599,MBA,C
347 Pariana (1892 Q),48.615,3.13198E+15,4.01E+16,9.923294,MBA,M
336 Lacadiera (1892 D),67.513,3.50842E+15,4.04E+16,8.98915,MBA,Xk
2378 Pannekoek (1935 CY),37.702,2.98424E+15,4.17E+16,10.800169,MBA,Cgh
1794 Finsen (1970 GA),38.05,2.97316E+15,4.29E+16,11.122659,MBA,C
877 Walkure (1915 S7),38.41,3.76325E+15,4.41E+16,9.131243,MBA,C
1724 Vladimir (1932 DC),38.476,3.19468E+15,4.42E+16,10.706281,MBA,B
783 Nora (1914 UL),38.719,4.02301E+15,4.52E+16,8.791035,MBA,C
1639 Bower (1951 RB),38.855,3.6854E+15,4.57E+16,9.619415,MBA,C
746 Marlu (1913 QY),74.274,3.23617E+15,4.63E+16,11.027444,MBA,P
718 Erida (1911 MS),70.911,3.58751E+15,4.68E+16,10.071059,MBA,X
578 Happelia (1905 RZ),69.29,3.88538E+15,4.80E+16,9.576495,MBA,Xc
1603 Neva (1926 VH),39.564,3.64591E+15,4.82E+16,10.231594,MBA,Ch
1266 Tone (1927 BD),75.47,3.05531E+15,4.85E+16,12.220621,OMB,P
1017 Jacqueline (1924 QL),40.152,3.90705E+15,5.04E+16,9.996524,MBA,C
499 Venusia (1902 KX),77.328,3.69985E+15,5.22E+16,10.833672,OMB,P
1484 Postrema (1938 HC),40.871,3.84264E+15,5.30E+16,10.672484,MBA,B
634 Ute (1907 ZN),74.017,3.87441E+15,5.32E+16,10.596013,MBA,X
515 Athalia (1903 ME),41.19,4.15918E+15,5.43E+16,10.08594,MBA,Cb
781 Kartvelia (1914 UF),72.927,3.58035E+15,5.60E+16,12.036712,OMB,Xc
688 Melanie (1909 HH),41.614,4.31642E+15,5.61E+16,10.065731,MBA,C
1512 Oulu (1939 FE),79.222,3.81444E+15,5.61E+16,11.294703,OMB,P
626 Notburga (1907 XO),73.236,3.76566E+15,5.67E+16,11.654631,MBA,Xc
1754 Cunningham (1935 FE),79.52,3.76546E+15,5.68E+16,11.572067,OMB,P
1128 Astrid (1929 EB),41.851,4.34138E+15,5.71E+16,10.167918,MBA,C
729 Watsonia (1912 OD),50.025,3.8904E+15,5.74E+16,11.392089,MBA,L
558 Carmen (1905 QB),54.811,4.1434E+15,5.75E+16,10.707277,MBA,M
1212 Francette (1931 XC),76.395,4.03708E+15,5.85E+16,11.122936,OMB,X
1082 Pirola (1927 UC),42.607,4.62476E+15,6.02E+16,10.05423,MBA,C
613 Ginevra (1906 VP),81.344,4.42345E+15,6.08E+16,10.606839,MBA,P
701 Oriola (1910 KN),42.943,4.39825E+15,6.17E+16,10.815572,MBA,C
767 Bondia (1913 SX),43.039,4.74872E+15,6.19E+16,10.064261,MBA,B
866 Fatme (1917 BQ),78.061,4.37564E+15,6.24E+16,10.99179,MBA,X
1114 Lorraine (1928 WA),75.631,4.35541E+15,6.24E+16,11.047488,MBA,Xc
1171 Rusthawelia (1930 TA),82.229,4.79738E+15,6.28E+16,10.097882,MBA,P
598 Octavia (1906 UC),78.237,4.96997E+15,6.28E+16,9.794873,MBA,X
1024 Hale (A923 YO13),43.274,4.60576E+15,6.31E+16,10.589696,MBA,Ch
383 Janina (1894 AU),43.482,4.84575E+15,6.38E+16,10.166438,MBA,B
559 Nanon (1905 QD),79.82,4.97959E+15,6.67E+16,10.364352,MBA,Xk
395 Delia (1894 BK),44.189,5.18146E+15,6.72E+16,10.032159,MBA,Ch
779 Nina (1914 UB),80.572,5.29955E+15,6.86E+16,10.033259,MBA,X
2152 Hannibal (1978 WK),44.559,4.97578E+15,6.89E+16,10.681374,MBA,Ch
1323 Tugela (1934 LD),78.295,4.5084E+15,6.92E+16,11.830056,OMB,Xc
606 Brangane (1906 VB),35.758,5.83786E+15,6.98E+16,9.298081,MBA,K
526 Jena (1904 NQ),44.84,5.24748E+15,7.00E+16,10.292937,MBA,B
1107 Lictoria (1929 FB),79.079,5.17737E+15,7.13E+16,10.622654,MBA,Xc
856 Backlunda (1916 S30),45.449,5.57439E+15,7.31E+16,10.174478,MBA,C
907 Rhoda (1918 EU),82.66,5.03932E+15,7.41E+16,11.360134,MBA,Xk
348 May (1892 R),82.82,5.33218E+15,7.45E+16,10.78573,MBA,X
1579 Herrick (1948 SB),46.925,5.61224E+15,8.05E+16,11.031027,OMB,C
1015 Christa (1924 QF),82.35,5.64573E+15,8.06E+16,10.994905,OMB,Xc
924 Toni (1919 GC),85.49,6.16104E+15,8.20E+16,10.277836,MBA,X
1271 Isergina (1931 TN),47.524,6.10237E+15,8.36E+16,10.561191,MBA,C
611 Valeria (1906 VL),57.468,6.13977E+15,8.70E+16,10.929157,MBA,L
910 Anneliese (1919 FB),48.59,6.72013E+15,8.93E+16,10.270865,MBA,Ch
785 Zwetana (1914 UN),49.46,7.50264E+15,9.41E+16,9.73213,MBA,Cb
585 Bilkis (1906 TA),49.761,7.96142E+15,9.59E+16,9.37484,MBA,C
398 Admete (1894 BN),49.771,7.71249E+15,9.60E+16,9.649823,MBA,C
382 Dodona (1894 AT),65.209,7.22842E+15,9.68E+16,10.328442,MBA,M
661 Cloelia (1908 CL),40.081,6.90929E+15,9.83E+16,10.976313,MBA,K
1390 Abastumani (1935 TA),95.849,5.97755E+15,9.94E+16,12.789237,OMB,P
448 Natalie (1899 ET),50.534,7.22821E+15,1.00E+17,10.722108,MBA,C
868 Lova (1917 BU),50.692,8.11202E+15,1.01E+17,9.691346,MBA,Ch
1268 Libya (1930 HJ),96.708,6.86454E+15,1.02E+17,11.414045,OMB,P
1180 Rita (1931 GE),97,6.99931E+15,1.03E+17,11.29758,OMB,P
743 Eugenisis (1913 QV),51.072,7.84478E+15,1.04E+17,10.224759,MBA,Ch
1173 Anchises (1930 UB),99.549,7.02303E+15,1.11E+17,12.121292,TJN,P
527 Euryanthe (1904 NR),52.627,8.7677E+15,1.13E+17,10.008246,MBA,Cb
845 Naema (1916 AS),52.677,7.95939E+15,1.14E+17,11.03642,MBA,C
1625 The NORC (1953 RB),53.317,8.34272E+15,1.18E+17,10.907727,MBA,C
1520 Imatra (1938 UY),53.435,7.98424E+15,1.19E+17,11.468596,MBA,C
363 Padua (1893 S),97,9.12343E+15,1.20E+17,10.152788,MBA,X
934 Thuringia (1920 HK),53.714,9.19312E+15,1.21E+17,10.161741,MBA,Ch
748 Simeisa (1913 RD),103.725,8.85594E+15,1.26E+17,10.923969,OMB,P
592 Bathseba (1906 TS),43.787,9.33607E+15,1.28E+17,10.596937,MBA,K
393 Lampetia (1894 BG),96.89,1.05E+16,1.31E+17,9.682368,MBA,Xc
778 Theobalda (1914 UA),55.317,9.64503E+15,1.32E+17,10.542884,MBA,C
339 Dorothea (1892 G),44.329,9.55819E+15,1.33E+17,10.737689,MBA,K
369 Aeria (1893 AE),73.767,1.04E+16,1.40E+17,10.469301,MBA,M
739 Mandeville (1913 QR),104.517,1.00E+16,1.50E+17,11.551495,MBA,X
1023 Thomana (1924 RU),58.27,1.08E+16,1.54E+17,10.94888,MBA,Cgh
764 Gedania (1913 SU),58.28,1.08E+16,1.54E+17,10.986302,MBA,C
742 Edisona (1913 QU),47.087,1.14E+16,1.59E+17,10.760465,MBA,K
1189 Terentia (1930 SG),59.246,1.19E+16,1.62E+17,10.531068,MBA,Ch
638 Moira (1907 ZQ),59.594,1.30E+16,1.65E+17,9.820005,MBA,Ch
479 Caprera (1901 HJ),60.088,1.37E+16,1.69E+17,9.557869,MBA,C
541 Deborah (1904 OO),60.147,1.26E+16,1.69E+17,10.367205,MBA,B
1041 Asta (1925 FA),60.571,1.21E+16,1.73E+17,11.003961,MBA,C
392 Wilhelmina (1894 BF),60.75,1.25E+16,1.75E+17,10.807263,MBA,Ch
971 Alsatia (1921 LF),60.867,1.33E+16,1.76E+17,10.246556,MBA,C
342 Endymion (1892 K),60.903,1.42E+16,1.76E+17,9.635077,MBA,Ch
